Failed to create secure directory (/run/user/1766203/pulse): No such file or directory
Failed to create secure directory (/run/user/1766203/pulse): No such file or directory
ALSA lib pulse.c:243:(pulse_connect) PulseAudio: Unable to connect: Connection refused

pygame 2.0.1 (SDL 2.0.14, Python 3.7.10)
Game 2151 Score 13 Record: 41
Game 2152 Score 11 Record: 41
Game 2153 Score 14 Record: 41
Game 2154 Score 11 Record: 41
Game 2155 Score 18 Record: 41
Game 2156 Score 15 Record: 41
Game 2157 Score 16 Record: 41
Game 2158 Score 11 Record: 41
Game 2159 Score 20 Record: 41
Game 2160 Score 25 Record: 41
Game 2161 Score 17 Record: 41
Game 2162 Score 16 Record: 41
Game 2163 Score 14 Record: 41
Game 2164 Score 16 Record: 41
Game 2165 Score 4 Record: 41
Game 2166 Score 9 Record: 41
Game 2167 Score 16 Record: 41
Game 2168 Score 19 Record: 41
Game 2169 Score 18 Record: 41
Game 2170 Score 21 Record: 41
Game 2171 Score 11 Record: 41
Game 2172 Score 10 Record: 41
Game 2173 Score 14 Record: 41
Game 2174 Score 18 Record: 41
Game 2175 Score 26 Record: 41
Game 2176 Score 19 Record: 41
Game 2177 Score 13 Record: 41
Game 2178 Score 18 Record: 41
Game 2179 Score 11 Record: 41
Game 2180 Score 15 Record: 41
Game 2181 Score 28 Record: 41
Game 2182 Score 16 Record: 41
Game 2183 Score 15 Record: 41
Game 2184 Score 12 Record: 41
Game 2185 Score 25 Record: 41
Game 2186 Score 16 Record: 41
Game 2187 Score 18 Record: 41
Game 2188 Score 26 Record: 41
Game 2189 Score 5 Record: 41
Game 2190 Score 18 Record: 41
Game 2191 Score 18 Record: 41
Game 2192 Score 16 Record: 41
Game 2193 Score 15 Record: 41
Game 2194 Score 18 Record: 41
Game 2195 Score 13 Record: 41
Game 2196 Score 13 Record: 41
Game 2197 Score 27 Record: 41
Game 2198 Score 23 Record: 41
Game 2199 Score 19 Record: 41
Game 2200 Score 9 Record: 41
Game 2201 Score 31 Record: 41
Game 2202 Score 14 Record: 41
Game 2203 Score 9 Record: 41
Game 2204 Score 15 Record: 41
Game 2205 Score 15 Record: 41
Game 2206 Score 18 Record: 41
Game 2207 Score 8 Record: 41
Game 2208 Score 17 Record: 41
Game 2209 Score 9 Record: 41
Game 2210 Score 18 Record: 41
Game 2211 Score 27 Record: 41
Game 2212 Score 7 Record: 41
Game 2213 Score 18 Record: 41
Game 2214 Score 14 Record: 41
Game 2215 Score 13 Record: 41
Game 2216 Score 13 Record: 41
Game 2217 Score 11 Record: 41
Game 2218 Score 17 Record: 41
Game 2219 Score 11 Record: 41
Game 2220 Score 16 Record: 41
Game 2221 Score 19 Record: 41
Game 2222 Score 14 Record: 41
Game 2223 Score 21 Record: 41
Game 2224 Score 19 Record: 41
Game 2225 Score 15 Record: 41
Game 2226 Score 6 Record: 41
Game 2227 Score 21 Record: 41
Game 2228 Score 15 Record: 41
Game 2229 Score 21 Record: 41
Game 2230 Score 28 Record: 41
Game 2231 Score 23 Record: 41
Game 2232 Score 14 Record: 41
Game 2233 Score 19 Record: 41
Game 2234 Score 28 Record: 41
Game 2235 Score 18 Record: 41
Game 2236 Score 18 Record: 41
Game 2237 Score 10 Record: 41
Game 2238 Score 17 Record: 41
Game 2239 Score 22 Record: 41
Game 2240 Score 9 Record: 41
Game 2241 Score 22 Record: 41
Game 2242 Score 16 Record: 41
Game 2243 Score 23 Record: 41
Game 2244 Score 12 Record: 41
Game 2245 Score 15 Record: 41
Game 2246 Score 5 Record: 41
Game 2247 Score 15 Record: 41
Game 2248 Score 11 Record: 41
Game 2249 Score 18 Record: 41
Game 2250 Score 19 Record: 41
Game 2251 Score 20 Record: 41
Game 2252 Score 6 Record: 41
Game 2253 Score 24 Record: 41
Game 2254 Score 19 Record: 41
Game 2255 Score 9 Record: 41
Game 2256 Score 11 Record: 41
Game 2257 Score 22 Record: 41
Game 2258 Score 25 Record: 41
Game 2259 Score 21 Record: 41
Game 2260 Score 9 Record: 41
Game 2261 Score 14 Record: 41
Game 2262 Score 15 Record: 41
Game 2263 Score 25 Record: 41
Game 2264 Score 17 Record: 41
Game 2265 Score 11 Record: 41
Game 2266 Score 21 Record: 41
Game 2267 Score 14 Record: 41
Game 2268 Score 11 Record: 41
Game 2269 Score 7 Record: 41
Game 2270 Score 15 Record: 41
Game 2271 Score 20 Record: 41
Game 2272 Score 9 Record: 41
Game 2273 Score 21 Record: 41
Game 2274 Score 22 Record: 41
Game 2275 Score 11 Record: 41
Game 2276 Score 18 Record: 41
Game 2277 Score 14 Record: 41
Game 2278 Score 29 Record: 41
Game 2279 Score 29 Record: 41
Game 2280 Score 24 Record: 41
Game 2281 Score 11 Record: 41
Game 2282 Score 14 Record: 41
Game 2283 Score 26 Record: 41
Game 2284 Score 9 Record: 41
Game 2285 Score 14 Record: 41
Game 2286 Score 13 Record: 41
Game 2287 Score 23 Record: 41
Game 2288 Score 13 Record: 41
Game 2289 Score 29 Record: 41
Game 2290 Score 14 Record: 41
Game 2291 Score 5 Record: 41
Game 2292 Score 21 Record: 41
Game 2293 Score 15 Record: 41
Game 2294 Score 24 Record: 41
Game 2295 Score 12 Record: 41
Game 2296 Score 17 Record: 41
Game 2297 Score 15 Record: 41
Game 2298 Score 23 Record: 41
Game 2299 Score 19 Record: 41
Game 2300 Score 8 Record: 41
Game 2301 Score 27 Record: 41
Game 2302 Score 28 Record: 41
Game 2303 Score 18 Record: 41
Game 2304 Score 12 Record: 41
Game 2305 Score 14 Record: 41
Game 2306 Score 13 Record: 41
Game 2307 Score 27 Record: 41
Game 2308 Score 21 Record: 41
Game 2309 Score 15 Record: 41
Game 2310 Score 13 Record: 41
Game 2311 Score 22 Record: 41
Game 2312 Score 25 Record: 41
Game 2313 Score 13 Record: 41
Game 2314 Score 19 Record: 41
Game 2315 Score 33 Record: 41
Game 2316 Score 15 Record: 41
Game 2317 Score 24 Record: 41
Game 2318 Score 19 Record: 41
Game 2319 Score 17 Record: 41
Game 2320 Score 11 Record: 41
Game 2321 Score 7 Record: 41
Game 2322 Score 23 Record: 41
Game 2323 Score 10 Record: 41
Game 2324 Score 22 Record: 41
Game 2325 Score 13 Record: 41
Game 2326 Score 18 Record: 41
Game 2327 Score 11 Record: 41
Game 2328 Score 15 Record: 41
Game 2329 Score 11 Record: 41
Game 2330 Score 14 Record: 41
Game 2331 Score 21 Record: 41
Game 2332 Score 7 Record: 41
Game 2333 Score 10 Record: 41
Game 2334 Score 21 Record: 41
Game 2335 Score 17 Record: 41
Game 2336 Score 22 Record: 41
Game 2337 Score 26 Record: 41
Game 2338 Score 13 Record: 41
Game 2339 Score 10 Record: 41
Game 2340 Score 7 Record: 41
Game 2341 Score 17 Record: 41
Game 2342 Score 10 Record: 41
Game 2343 Score 13 Record: 41
Game 2344 Score 15 Record: 41
Game 2345 Score 12 Record: 41
Game 2346 Score 13 Record: 41
Game 2347 Score 13 Record: 41
Game 2348 Score 25 Record: 41
Game 2349 Score 23 Record: 41
Game 2350 Score 28 Record: 41
Game 2351 Score 16 Record: 41
Game 2352 Score 28 Record: 41
Game 2353 Score 20 Record: 41
Game 2354 Score 16 Record: 41
Game 2355 Score 21 Record: 41
Game 2356 Score 13 Record: 41
Game 2357 Score 18 Record: 41
Game 2358 Score 11 Record: 41
Game 2359 Score 12 Record: 41
Game 2360 Score 26 Record: 41
Game 2361 Score 10 Record: 41
Game 2362 Score 22 Record: 41
Game 2363 Score 10 Record: 41
Game 2364 Score 31 Record: 41
Game 2365 Score 10 Record: 41
Game 2366 Score 21 Record: 41
Game 2367 Score 36 Record: 41
Game 2368 Score 21 Record: 41
Game 2369 Score 13 Record: 41
Game 2370 Score 17 Record: 41
Game 2371 Score 13 Record: 41
Game 2372 Score 18 Record: 41
Game 2373 Score 15 Record: 41
Game 2374 Score 16 Record: 41
Game 2375 Score 19 Record: 41
Game 2376 Score 22 Record: 41
Game 2377 Score 21 Record: 41
Game 2378 Score 11 Record: 41
Game 2379 Score 18 Record: 41
Game 2380 Score 8 Record: 41
Game 2381 Score 33 Record: 41
Game 2382 Score 11 Record: 41
Game 2383 Score 23 Record: 41
Game 2384 Score 13 Record: 41
Game 2385 Score 21 Record: 41
Game 2386 Score 29 Record: 41
Game 2387 Score 13 Record: 41
Game 2388 Score 17 Record: 41
Game 2389 Score 17 Record: 41
Game 2390 Score 16 Record: 41
Game 2391 Score 21 Record: 41
Game 2392 Score 16 Record: 41
Game 2393 Score 16 Record: 41
Game 2394 Score 2 Record: 41
Game 2395 Score 24 Record: 41
Game 2396 Score 20 Record: 41
Game 2397 Score 18 Record: 41
Game 2398 Score 19 Record: 41
Game 2399 Score 30 Record: 41
Game 2400 Score 26 Record: 41
Game 2401 Score 11 Record: 41
Game 2402 Score 21 Record: 41
Game 2403 Score 20 Record: 41
Game 2404 Score 18 Record: 41
Game 2405 Score 18 Record: 41
Game 2406 Score 9 Record: 41
Game 2407 Score 12 Record: 41
Game 2408 Score 17 Record: 41
Game 2409 Score 11 Record: 41
Game 2410 Score 8 Record: 41
Game 2411 Score 21 Record: 41
Game 2412 Score 9 Record: 41
Game 2413 Score 14 Record: 41
Game 2414 Score 16 Record: 41
Game 2415 Score 18 Record: 41
Game 2416 Score 10 Record: 41
Game 2417 Score 8 Record: 41
Game 2418 Score 23 Record: 41
Game 2419 Score 36 Record: 41
Game 2420 Score 17 Record: 41
Game 2421 Score 18 Record: 41
Game 2422 Score 8 Record: 41
Game 2423 Score 19 Record: 41
Game 2424 Score 19 Record: 41
Game 2425 Score 19 Record: 41
Game 2426 Score 25 Record: 41
Game 2427 Score 24 Record: 41
Game 2428 Score 7 Record: 41
Game 2429 Score 14 Record: 41
Game 2430 Score 19 Record: 41
Game 2431 Score 12 Record: 41
Game 2432 Score 11 Record: 41
Game 2433 Score 5 Record: 41
Game 2434 Score 13 Record: 41
Game 2435 Score 20 Record: 41
Game 2436 Score 26 Record: 41
Game 2437 Score 19 Record: 41
Game 2438 Score 9 Record: 41
Game 2439 Score 23 Record: 41
Game 2440 Score 15 Record: 41
Game 2441 Score 16 Record: 41
Game 2442 Score 11 Record: 41
Game 2443 Score 28 Record: 41
Game 2444 Score 15 Record: 41
Game 2445 Score 12 Record: 41
Game 2446 Score 7 Record: 41
Game 2447 Score 16 Record: 41
Game 2448 Score 18 Record: 41
Game 2449 Score 19 Record: 41
Game 2450 Score 15 Record: 41
Game 2451 Score 21 Record: 41
Game 2452 Score 11 Record: 41
Game 2453 Score 13 Record: 41
Game 2454 Score 19 Record: 41
Game 2455 Score 20 Record: 41
Game 2456 Score 9 Record: 41
Game 2457 Score 18 Record: 41
Game 2458 Score 11 Record: 41
Game 2459 Score 8 Record: 41
Game 2460 Score 19 Record: 41
Game 2461 Score 8 Record: 41
Game 2462 Score 15 Record: 41
Game 2463 Score 22 Record: 41
Game 2464 Score 21 Record: 41
Game 2465 Score 28 Record: 41
Game 2466 Score 10 Record: 41
Game 2467 Score 25 Record: 41
Game 2468 Score 10 Record: 41
Game 2469 Score 16 Record: 41
Game 2470 Score 18 Record: 41
Game 2471 Score 15 Record: 41
Game 2472 Score 13 Record: 41
Game 2473 Score 30 Record: 41
Game 2474 Score 25 Record: 41
Game 2475 Score 17 Record: 41
Game 2476 Score 18 Record: 41
Game 2477 Score 16 Record: 41
Game 2478 Score 11 Record: 41
Game 2479 Score 16 Record: 41
Game 2480 Score 16 Record: 41
Game 2481 Score 7 Record: 41
Game 2482 Score 18 Record: 41
Game 2483 Score 36 Record: 41
Game 2484 Score 19 Record: 41
Game 2485 Score 5 Record: 41
Game 2486 Score 15 Record: 41
Game 2487 Score 19 Record: 41
Game 2488 Score 17 Record: 41
Game 2489 Score 19 Record: 41
Game 2490 Score 8 Record: 41
Game 2491 Score 13 Record: 41
Game 2492 Score 22 Record: 41
Game 2493 Score 19 Record: 41
Game 2494 Score 18 Record: 41
Game 2495 Score 17 Record: 41
Game 2496 Score 27 Record: 41
Game 2497 Score 22 Record: 41
Game 2498 Score 25 Record: 41
Game 2499 Score 19 Record: 41
Game 2500 Score 7 Record: 41
Game 2501 Score 11 Record: 41
Game 2502 Score 27 Record: 41
Game 2503 Score 18 Record: 41
Game 2504 Score 8 Record: 41
Game 2505 Score 14 Record: 41
Game 2506 Score 20 Record: 41
Game 2507 Score 13 Record: 41
Game 2508 Score 17 Record: 41
Game 2509 Score 19 Record: 41
Game 2510 Score 11 Record: 41
Game 2511 Score 12 Record: 41
Game 2512 Score 33 Record: 41
Game 2513 Score 12 Record: 41
Game 2514 Score 9 Record: 41
Game 2515 Score 28 Record: 41
Game 2516 Score 14 Record: 41
Game 2517 Score 18 Record: 41
Game 2518 Score 25 Record: 41
Game 2519 Score 33 Record: 41
Game 2520 Score 22 Record: 41
Game 2521 Score 16 Record: 41
Game 2522 Score 5 Record: 41
Game 2523 Score 14 Record: 41
Game 2524 Score 13 Record: 41
Game 2525 Score 16 Record: 41
Game 2526 Score 14 Record: 41
Game 2527 Score 13 Record: 41
Game 2528 Score 19 Record: 41
Game 2529 Score 15 Record: 41
Game 2530 Score 14 Record: 41
Game 2531 Score 12 Record: 41
Game 2532 Score 11 Record: 41
Game 2533 Score 14 Record: 41
Game 2534 Score 23 Record: 41
Game 2535 Score 29 Record: 41
Game 2536 Score 5 Record: 41
Game 2537 Score 15 Record: 41
Game 2538 Score 7 Record: 41
Game 2539 Score 21 Record: 41
Game 2540 Score 28 Record: 41
Game 2541 Score 18 Record: 41
Game 2542 Score 12 Record: 41
Game 2543 Score 13 Record: 41
Game 2544 Score 13 Record: 41
Game 2545 Score 28 Record: 41
Game 2546 Score 15 Record: 41
Game 2547 Score 16 Record: 41
Game 2548 Score 19 Record: 41
Game 2549 Score 8 Record: 41
Game 2550 Score 14 Record: 41
Game 2551 Score 17 Record: 41
Game 2552 Score 11 Record: 41
Game 2553 Score 21 Record: 41
Game 2554 Score 3 Record: 41
Game 2555 Score 2 Record: 41
Game 2556 Score 20 Record: 41
Game 2557 Score 20 Record: 41
Game 2558 Score 18 Record: 41
Game 2559 Score 18 Record: 41
Game 2560 Score 26 Record: 41
Game 2561 Score 25 Record: 41
Game 2562 Score 22 Record: 41
Game 2563 Score 8 Record: 41
Game 2564 Score 12 Record: 41
Game 2565 Score 16 Record: 41
Game 2566 Score 24 Record: 41
Game 2567 Score 12 Record: 41
Game 2568 Score 17 Record: 41
Game 2569 Score 14 Record: 41
Game 2570 Score 17 Record: 41
Game 2571 Score 10 Record: 41
Game 2572 Score 18 Record: 41
Game 2573 Score 12 Record: 41
Game 2574 Score 13 Record: 41
Game 2575 Score 11 Record: 41
Game 2576 Score 19 Record: 41
Game 2577 Score 16 Record: 41
Game 2578 Score 22 Record: 41
Game 2579 Score 17 Record: 41
Game 2580 Score 20 Record: 41
Game 2581 Score 22 Record: 41
Game 2582 Score 12 Record: 41
Game 2583 Score 9 Record: 41
Game 2584 Score 18 Record: 41
Game 2585 Score 11 Record: 41
Game 2586 Score 19 Record: 41
Game 2587 Score 19 Record: 41
Game 2588 Score 19 Record: 41
Game 2589 Score 15 Record: 41
Game 2590 Score 2 Record: 41
Game 2591 Score 15 Record: 41
Game 2592 Score 20 Record: 41
Game 2593 Score 11 Record: 41
Game 2594 Score 11 Record: 41
Game 2595 Score 8 Record: 41
Game 2596 Score 29 Record: 41
Game 2597 Score 10 Record: 41
Game 2598 Score 21 Record: 41
Game 2599 Score 16 Record: 41
Game 2600 Score 17 Record: 41
Game 2601 Score 16 Record: 41
Game 2602 Score 6 Record: 41
Game 2603 Score 14 Record: 41
Game 2604 Score 18 Record: 41
Game 2605 Score 14 Record: 41
Game 2606 Score 12 Record: 41
Game 2607 Score 22 Record: 41
Game 2608 Score 17 Record: 41
Game 2609 Score 16 Record: 41
Game 2610 Score 21 Record: 41
Game 2611 Score 12 Record: 41
Game 2612 Score 19 Record: 41
Game 2613 Score 10 Record: 41
Game 2614 Score 5 Record: 41
Game 2615 Score 30 Record: 41
Game 2616 Score 22 Record: 41
Game 2617 Score 21 Record: 41
Game 2618 Score 29 Record: 41
Game 2619 Score 23 Record: 41
Game 2620 Score 7 Record: 41
Game 2621 Score 15 Record: 41
Game 2622 Score 30 Record: 41
Game 2623 Score 16 Record: 41
Game 2624 Score 20 Record: 41
Game 2625 Score 13 Record: 41
Game 2626 Score 23 Record: 41
Game 2627 Score 25 Record: 41
Game 2628 Score 18 Record: 41
Game 2629 Score 20 Record: 41
Game 2630 Score 11 Record: 41
Game 2631 Score 23 Record: 41
Game 2632 Score 11 Record: 41
Game 2633 Score 28 Record: 41
Game 2634 Score 26 Record: 41
Game 2635 Score 10 Record: 41
Game 2636 Score 13 Record: 41
Game 2637 Score 26 Record: 41
Game 2638 Score 7 Record: 41
Game 2639 Score 11 Record: 41
Game 2640 Score 10 Record: 41
Game 2641 Score 16 Record: 41
Game 2642 Score 16 Record: 41
Game 2643 Score 13 Record: 41
Game 2644 Score 18 Record: 41
Game 2645 Score 28 Record: 41
Game 2646 Score 14 Record: 41
Game 2647 Score 22 Record: 41
Game 2648 Score 18 Record: 41
Game 2649 Score 15 Record: 41
Game 2650 Score 16 Record: 41
Game 2651 Score 21 Record: 41
Game 2652 Score 25 Record: 41
Game 2653 Score 14 Record: 41
Game 2654 Score 12 Record: 41
Game 2655 Score 19 Record: 41
Game 2656 Score 21 Record: 41
Game 2657 Score 5 Record: 41
Game 2658 Score 16 Record: 41
Game 2659 Score 13 Record: 41
Game 2660 Score 13 Record: 41
Game 2661 Score 15 Record: 41
Game 2662 Score 13 Record: 41
Game 2663 Score 16 Record: 41
Game 2664 Score 21 Record: 41
Game 2665 Score 15 Record: 41
Game 2666 Score 14 Record: 41
Game 2667 Score 13 Record: 41
Game 2668 Score 11 Record: 41
Game 2669 Score 8 Record: 41
Game 2670 Score 12 Record: 41
Game 2671 Score 21 Record: 41
Game 2672 Score 5 Record: 41
Game 2673 Score 15 Record: 41
Game 2674 Score 22 Record: 41
Game 2675 Score 11 Record: 41
Game 2676 Score 12 Record: 41
Game 2677 Score 4 Record: 41
Game 2678 Score 19 Record: 41
Game 2679 Score 13 Record: 41
Game 2680 Score 16 Record: 41
Game 2681 Score 15 Record: 41
Game 2682 Score 21 Record: 41
Game 2683 Score 17 Record: 41
Game 2684 Score 21 Record: 41
Game 2685 Score 20 Record: 41
Game 2686 Score 11 Record: 41
Game 2687 Score 14 Record: 41
Game 2688 Score 16 Record: 41
Game 2689 Score 24 Record: 41
Game 2690 Score 11 Record: 41
Game 2691 Score 12 Record: 41
Game 2692 Score 15 Record: 41
Game 2693 Score 22 Record: 41
Game 2694 Score 14 Record: 41
Game 2695 Score 26 Record: 41
Game 2696 Score 8 Record: 41
Game 2697 Score 10 Record: 41
Game 2698 Score 18 Record: 41
Game 2699 Score 20 Record: 41
Game 2700 Score 23 Record: 41
Game 2701 Score 23 Record: 41
Game 2702 Score 9 Record: 41
Game 2703 Score 20 Record: 41
Game 2704 Score 19 Record: 41
Game 2705 Score 11 Record: 41
Game 2706 Score 16 Record: 41
Game 2707 Score 19 Record: 41
Game 2708 Score 18 Record: 41
Game 2709 Score 16 Record: 41
Game 2710 Score 17 Record: 41
Game 2711 Score 22 Record: 41
Game 2712 Score 17 Record: 41
Game 2713 Score 31 Record: 41
Game 2714 Score 24 Record: 41
Game 2715 Score 19 Record: 41
Game 2716 Score 13 Record: 41
Game 2717 Score 30 Record: 41
Game 2718 Score 8 Record: 41
Game 2719 Score 13 Record: 41
Game 2720 Score 21 Record: 41
Game 2721 Score 20 Record: 41
Game 2722 Score 21 Record: 41
Game 2723 Score 17 Record: 41
Game 2724 Score 20 Record: 41
Game 2725 Score 19 Record: 41
Game 2726 Score 13 Record: 41
Game 2727 Score 13 Record: 41
Game 2728 Score 7 Record: 41
Game 2729 Score 16 Record: 41
Game 2730 Score 10 Record: 41
Game 2731 Score 15 Record: 41
Game 2732 Score 21 Record: 41
Game 2733 Score 19 Record: 41
Game 2734 Score 19 Record: 41
Game 2735 Score 22 Record: 41
Game 2736 Score 6 Record: 41
Game 2737 Score 15 Record: 41
Game 2738 Score 13 Record: 41
Game 2739 Score 16 Record: 41
Game 2740 Score 21 Record: 41
Game 2741 Score 10 Record: 41
Game 2742 Score 17 Record: 41
Game 2743 Score 34 Record: 41
Game 2744 Score 17 Record: 41
Game 2745 Score 6 Record: 41
Game 2746 Score 13 Record: 41
Game 2747 Score 13 Record: 41
Game 2748 Score 22 Record: 41
Game 2749 Score 14 Record: 41
Game 2750 Score 14 Record: 41
Game 2751 Score 11 Record: 41
Game 2752 Score 18 Record: 41
Game 2753 Score 16 Record: 41
Game 2754 Score 8 Record: 41
Game 2755 Score 9 Record: 41
Game 2756 Score 19 Record: 41
Game 2757 Score 20 Record: 41
Game 2758 Score 15 Record: 41
Game 2759 Score 12 Record: 41
Game 2760 Score 19 Record: 41
Game 2761 Score 15 Record: 41
Game 2762 Score 12 Record: 41
Game 2763 Score 20 Record: 41
Game 2764 Score 20 Record: 41
Game 2765 Score 20 Record: 41
Game 2766 Score 19 Record: 41
Game 2767 Score 27 Record: 41
Game 2768 Score 11 Record: 41
Game 2769 Score 13 Record: 41
Game 2770 Score 12 Record: 41
Game 2771 Score 25 Record: 41
Game 2772 Score 19 Record: 41
Game 2773 Score 20 Record: 41
Game 2774 Score 13 Record: 41
Game 2775 Score 11 Record: 41
Game 2776 Score 15 Record: 41
Game 2777 Score 13 Record: 41
Game 2778 Score 19 Record: 41
Game 2779 Score 22 Record: 41
Game 2780 Score 12 Record: 41
Game 2781 Score 21 Record: 41
Game 2782 Score 5 Record: 41
Game 2783 Score 9 Record: 41
Game 2784 Score 14 Record: 41
Game 2785 Score 11 Record: 41
Game 2786 Score 14 Record: 41
Game 2787 Score 39 Record: 41
Game 2788 Score 19 Record: 41
Game 2789 Score 22 Record: 41
Game 2790 Score 21 Record: 41
Game 2791 Score 12 Record: 41
Game 2792 Score 14 Record: 41
Game 2793 Score 17 Record: 41
Game 2794 Score 18 Record: 41
Game 2795 Score 18 Record: 41
Game 2796 Score 17 Record: 41
Game 2797 Score 20 Record: 41
Game 2798 Score 17 Record: 41
Game 2799 Score 15 Record: 41
Game 2800 Score 17 Record: 41
Game 2801 Score 11 Record: 41
Game 2802 Score 14 Record: 41
Game 2803 Score 11 Record: 41
Game 2804 Score 13 Record: 41
Game 2805 Score 15 Record: 41
Game 2806 Score 21 Record: 41
Game 2807 Score 18 Record: 41
Game 2808 Score 13 Record: 41
Game 2809 Score 7 Record: 41
Game 2810 Score 10 Record: 41
Game 2811 Score 10 Record: 41
Game 2812 Score 27 Record: 41
Game 2813 Score 15 Record: 41
Game 2814 Score 17 Record: 41
Game 2815 Score 14 Record: 41
Game 2816 Score 23 Record: 41
Game 2817 Score 11 Record: 41
Game 2818 Score 11 Record: 41
Game 2819 Score 17 Record: 41
Game 2820 Score 11 Record: 41
Game 2821 Score 7 Record: 41
Game 2822 Score 12 Record: 41
Game 2823 Score 19 Record: 41
Game 2824 Score 15 Record: 41
Game 2825 Score 18 Record: 41
Game 2826 Score 7 Record: 41
Game 2827 Score 17 Record: 41
Game 2828 Score 33 Record: 41
Game 2829 Score 19 Record: 41
Game 2830 Score 7 Record: 41
Game 2831 Score 25 Record: 41
Game 2832 Score 13 Record: 41
Game 2833 Score 25 Record: 41
Game 2834 Score 32 Record: 41
Game 2835 Score 32 Record: 41
Game 2836 Score 22 Record: 41
Game 2837 Score 15 Record: 41
Game 2838 Score 8 Record: 41
Game 2839 Score 6 Record: 41
Game 2840 Score 23 Record: 41
Game 2841 Score 10 Record: 41
Game 2842 Score 29 Record: 41
Game 2843 Score 23 Record: 41
Game 2844 Score 22 Record: 41
Game 2845 Score 3 Record: 41
Game 2846 Score 21 Record: 41
Game 2847 Score 20 Record: 41
Game 2848 Score 26 Record: 41
Game 2849 Score 12 Record: 41
Game 2850 Score 7 Record: 41
Game 2851 Score 11 Record: 41
Game 2852 Score 18 Record: 41
Game 2853 Score 7 Record: 41
Game 2854 Score 12 Record: 41
Game 2855 Score 19 Record: 41
Game 2856 Score 9 Record: 41
Game 2857 Score 18 Record: 41
Game 2858 Score 9 Record: 41
Game 2859 Score 12 Record: 41
Game 2860 Score 16 Record: 41
Game 2861 Score 15 Record: 41
Game 2862 Score 20 Record: 41
Game 2863 Score 21 Record: 41
Game 2864 Score 8 Record: 41
Game 2865 Score 10 Record: 41
Game 2866 Score 20 Record: 41
Game 2867 Score 12 Record: 41
Game 2868 Score 15 Record: 41
Game 2869 Score 12 Record: 41
Game 2870 Score 14 Record: 41
Game 2871 Score 18 Record: 41
Game 2872 Score 11 Record: 41
Game 2873 Score 21 Record: 41
Game 2874 Score 19 Record: 41
Game 2875 Score 28 Record: 41
Game 2876 Score 21 Record: 41
Game 2877 Score 25 Record: 41
Game 2878 Score 31 Record: 41
Game 2879 Score 9 Record: 41
Game 2880 Score 11 Record: 41
Game 2881 Score 13 Record: 41
Game 2882 Score 12 Record: 41
Game 2883 Score 11 Record: 41
Game 2884 Score 27 Record: 41
Game 2885 Score 24 Record: 41
Game 2886 Score 23 Record: 41
Game 2887 Score 20 Record: 41
Game 2888 Score 23 Record: 41
Game 2889 Score 11 Record: 41
Game 2890 Score 12 Record: 41
Game 2891 Score 16 Record: 41
Game 2892 Score 28 Record: 41
Game 2893 Score 10 Record: 41
Game 2894 Score 32 Record: 41
Game 2895 Score 12 Record: 41
Game 2896 Score 16 Record: 41
Game 2897 Score 14 Record: 41
Game 2898 Score 15 Record: 41
Game 2899 Score 27 Record: 41
Game 2900 Score 17 Record: 41
Game 2901 Score 13 Record: 41
Game 2902 Score 14 Record: 41
Game 2903 Score 15 Record: 41
Game 2904 Score 14 Record: 41
Game 2905 Score 17 Record: 41
Game 2906 Score 10 Record: 41
Game 2907 Score 23 Record: 41
Game 2908 Score 8 Record: 41
Game 2909 Score 25 Record: 41
Game 2910 Score 19 Record: 41
Game 2911 Score 17 Record: 41
Game 2912 Score 24 Record: 41
Game 2913 Score 8 Record: 41
Game 2914 Score 10 Record: 41
Game 2915 Score 15 Record: 41
Game 2916 Score 17 Record: 41
Game 2917 Score 11 Record: 41
Game 2918 Score 25 Record: 41
Game 2919 Score 20 Record: 41
Game 2920 Score 13 Record: 41
Game 2921 Score 21 Record: 41
Game 2922 Score 18 Record: 41
Game 2923 Score 13 Record: 41
Game 2924 Score 23 Record: 41
Game 2925 Score 6 Record: 41
Game 2926 Score 18 Record: 41
Game 2927 Score 15 Record: 41
Game 2928 Score 14 Record: 41
Game 2929 Score 5 Record: 41
Game 2930 Score 11 Record: 41
Game 2931 Score 18 Record: 41
Game 2932 Score 8 Record: 41
Game 2933 Score 17 Record: 41
Game 2934 Score 28 Record: 41
Game 2935 Score 9 Record: 41
Game 2936 Score 14 Record: 41
Game 2937 Score 12 Record: 41
Game 2938 Score 16 Record: 41
Game 2939 Score 15 Record: 41
Game 2940 Score 29 Record: 41
Game 2941 Score 21 Record: 41
Game 2942 Score 24 Record: 41
Game 2943 Score 13 Record: 41
Game 2944 Score 21 Record: 41
Game 2945 Score 13 Record: 41
Game 2946 Score 16 Record: 41
Game 2947 Score 22 Record: 41
Game 2948 Score 16 Record: 41
Game 2949 Score 14 Record: 41
Game 2950 Score 11 Record: 41
Game 2951 Score 31 Record: 41
Game 2952 Score 16 Record: 41
Game 2953 Score 16 Record: 41
Game 2954 Score 17 Record: 41
Game 2955 Score 10 Record: 41
Game 2956 Score 14 Record: 41
Game 2957 Score 11 Record: 41
Game 2958 Score 22 Record: 41
Game 2959 Score 28 Record: 41
Game 2960 Score 20 Record: 41
Game 2961 Score 18 Record: 41
Game 2962 Score 22 Record: 41
Game 2963 Score 9 Record: 41
Game 2964 Score 7 Record: 41
Game 2965 Score 15 Record: 41
